Unnamed: 0,title,text,label,label_llm,label_rag
9442, WATCH: Louis C.K. NAILS Trump And His Gullible Supporters During Appearance On Colbert,"If Donald Trump was watching The Late Show with Stephen Colbert last night he was probably screaming at the television.Because when comedian Louis C.K. made an appearance on the show he did not hold back when he was asked about the liar in the White House. Sometimes people lie,  That guy lied, they found out he lied.  Then there s somebody who lies because they can t quite stay inside the boundaries of truth,  C.K. began.  Then you have a liar, somebody who it s almost like a problem, they lie a lot. Then you have a lying sack of sh*t,  he continued as the audience became more excited.  That s somebody who just they just lie, they like it, he likes it. He just goes,  Heh heh, that wasn t even true, wasn t even true.  Then I said  they were liars.  It s just insane. It s just gross. He s just a gross, crook, dirty, rotten, lying sack of sh*t, that s how I feel. The audience wildly applauded but Colbert alerted C.K. that there was at least one guy in the crowd who voted for the liar. Louis, there s a guy who voted for him up there,  Colbert said.That s when C.K. noted that Trump voters were duped. Trump voters were hurt the most because Trump lied to them and they believed him. Look if you voted, that s the guy he lied to,  C.K. said.  He didn t lie to me. He lied to him, he didn t lie to me. Everybody else was like  yeah, no that s not true.  But that guy bought it. He s the victim of the lying. Here s the video via Twitter.Tune in tonight to hear #LouisCK explain what kind of liar our President is. #GROSS #CROOK #DIRTY #ROTTEN #LYINGSACKOF  #LSSC pic.twitter.com/mMXbz5ShXA  The Late Show (@colbertlateshow) April 5, 2017And Louis C.K. is absolutely right. Trump is the king of lies, his biggest of which is that he will  make America great again.  His lies about not having any ties to Russia and his lie about President Obama wiretapping him have also been widely covered and debunked. However, Trump continues to repeat them at every turn.A lot of Trump supporters now realize that they made a huge mistake as Trump s policies directly harm them and their families. But again, it s hard to pity a group of people who made such a stupid decision when it was crystal clear that Trump was lying. All they had to do is accept the facts instead of buying Trump s bullshit  alternative facts.  If they had done that, Trump would not be in the White House ruining their lives now.Featured Image: Screenshot",0,Fake,Real
15899,DOES NANCY NEED MEDICAL ATTENTION? Watch As Nancy Pelosi Stumbles Over Everyday Words A 3rd Grader Can Pronounce [VIDEO],"Thank you to the American Mirror for putting this video together showing Nancy s very bad week.Nancy Pelosi is apparently the best leadership Democrats have to offer America, so drink it in.During two public appearances this week, she confused Iran with Iraq, pronounced words strangely, and claimed Republicans are offering a  Mini Me  or  Mickey Mouse  budget. Ends her very strange press conference by saying,  I don t know. But there s no  there there .  We re beginning to wonder if Nancy is still  there ?Is Nancy so flustered and panicked by Trump s presidency and her diminished role in Congress that she is no longer able to speak in public? Or, is it possible (all kidding aside) that she needs to be examined by a medical professional?You be the judge ",0,Fake,fake
11908,U.S defense secretary apologizes after American charged in Japanese woman's death,"WASHINGTON (Reuters) - U.S. Defense Secretary Ash Carter called his Japanese counterpart on Saturday to express regrets after an American working at a U.S. military base in Japan was arrested on suspicion of dumping the body of a Japanese woman. The case in Okinawa has sparked a protest from Tokyo and could add to resentment of the large U.S. military presence on the island, where Japanese have long been upset by crimes committed by Americans. It also is likely to stir anti-U.S. sentiment as President Barack Obama visits Japan next week. In his call to Japanese Defense Minister Gen Nakatani, Carter “extended his sincere apologies to the victim’s family and friends,” Defense Department spokesman Peter Cook said in a statement. “He also expressed his sympathies to the people of Japan,” the statement said.  A 32-year-old American working at the base on Okinawa admitted to abandoning the corpse of a 20-year-old Japanese woman but did not comment about whether he had killed her, an Okinawa police spokesman said earlier this week. The Pentagon has said the man was a contractor but did not name him. The Pentagon statement said the Defense Department would cooperate with the Japanese government in the investigation and work to prevent similar incidents. Obama is going to Japan for a Group of Seven summit and also will become the first U.S. president to visit Hiroshima, a city destroyed by a U.S. atomic bomb 71 years ago in World War Two. Okinawa, the site of a bloody World War Two battle, hosts the bulk of U.S. military forces based in Japan since the war     with U.S. installations taking up about 18 percent of the island. Earlier this year, a U.S. serviceman stationed in Okinawa was arrested on suspicion of raping a woman. In the most infamous post-war case involving Americans on Okinawa, three American servicemen raped a 12-year-old girl in 1995. ",1,Fake,fake
6253," Bill Maher Brutally Mocks Trump On Facebook, Hilarity Ensues (SCREENSHOTS)","Donald trump is lonely these days. Several prominent conservatives and other assorted right-wing loonies have decided that Trump is just a bit too insane and racist for them to associate with. The Koch brothers, Mia Love, Mitt Romney, Jeb Bush and a rapidly growing list of figures representing the Stupid Part of America have bowed out, refusing to share a building with their nominee.Trump has trouble getting anyone to attend, let along speak at his convention. Everyone has to make their own choice, but at this point, 70 percent of the American public doesn t like Donald Trump. That s as toxic as we ve seen in American politics,  said Stuart Stevens, a Republican strategist who was partially responsible for the 2012 GOP convention. Normally, people want to speak at national conventions. It launched Barack Obama s political career. Naturally, the repulsion felt by Trump s own party is too much for comedian Bill Maher to resist. Friday morning, Maher decided to poke a bit of fun at The Donald. Wow  # Trump  cant get anyone to show up at his convention!  Maher said.  I m sure this isn t the first time he hasn t been able to make someone come. Goodnight! Then the denizens of Facebook joined in, having quite a bit of fun at Trump s expense:          Unfortunately for Trump, they re probably all right. Not only is the 2016 GOP nominee encountering difficulties getting people to  come  to his convention, he has tiny hands and tiny other stuff that he felt the need to embarrass the country by spending months offering defenses for them. Since he is a detestable, orange, racist xenophobe with a penchant for douchebaggery, he probably didn t do the other thing either.Unfortunately, it seems like Trump is not going to be successful in unifying his party or pleasing a woman at any point in the near future. Here s a video of Maher mocking Trump, just because:Featured image via Getty Images/Christopher Polk",0,Fake,Fake
7099, WATCH: Sexist Breitbart Editor Gets His A** Handed To Him By ABC Reporter,"Breibart editor Milo Yiannopoulos is the obnoxious little twerp who got banned from Twitter for inciting his fans to viciously attack comedian Leslie Jones in an effort to humiliate her.Now karma has finally turned the tables on Yiannopoulos.During an interview with ABC s Terry Moran that will air on Nightline this Friday, Yiannopoulos was the one who got humiliated this time as Moran took this asshole who has the maturity of a 12-year-old boy to school.Yiannopoulos began by calling himself a  virtuous troll  who is  doing God s work. If Leslie Jones were right here, would you say,  You look like a dude ?  Moran asked. Yeah, probably,  Yiannopoulos replied. You would say that to her?  a disgusted Moran said.Once again, Yiannopoulos has zero remorse for his ugly attack and said he would do it again, which led to Moran smacking the Breitbart bully down. Then you re an idiot,  Moran told him.Yiannopoulos argued that he is not responsible for what his fans do even though it was his sexism and hate that made Jones a target for harassment in the first place. Does Justin Bieber have an obligation to his fans? I m sorry for being popular. But I am not responsible for what 350,000 people on the Internet say. I m responsible for what I say. Yeah, and what you said incited your fans to attack as if they were your own personal army of Internet trolls. If Justin Beiber launched a Twitter tirade against Selena Gomez that resulted in his fans attacking her, he would be responsible for it. Just like Yiannopoulos is responsible for the attack on Jones.Words have consequences and Yiannopoulos is finding that out the hard way.Moran responded by putting Yiannopoulis in his place with an epic smackdown that is incredibly enjoyable to watch. You re going to go after somebody s body to denigrate their ideas? What grade are you in? Are you a 13-year-old boy? Because somebody doesn t have a weight that you think is proper? That s revolting. And Yiannopoulos responded by being a misogynist asshole. I ll tell you what s revolting. What s revolting is the body positivity movement. What s revolting is this idea now that you can tell women that they ll be healthy at any size. Here s the video via YouTube:Trolls like Yiannopoulos should be banned from using the Internet entirely. He should not have a platform to bully others and spread his hate. And of course, he s a supporter of Donald Trump, which makes him even more of a prick. But you can bet that sexist trolls like Yiannopoulos will become even more emboldened if the Republican nominee should win in November, which makes it even more important that he lose by a humiliating landslide.Featured Image: Screenshot",0,Fake,Real
15513,DEMOCRATS FREAK OUT As Shocking Number Of Union Members Plan To Vote For “Blue-Collar Billionaire” Donald Trump [VIDEO],"As millions of dollars of union dues flow into the Democrat coffers, it could be all for naught, as union members plan to cast their votes for Donald Trump Democrats are worried as more and more union members are supporting Donald Trump for president.A recent AFL-CIO poll found that Trump has more support than Hillary and Bernie Sanders combined.95% of union donations flow to Democratic candidates and causes.  Gateway PunditTrump is resonating with voters who are struggling to make ends meet and who are seeing their friends  jobs shipped abroad, says John Cakmakci, president of United Food and Commercial Workers Union Local 951 in Michigan. And some of those voters are union members. Trump s populist positions on trade and his rejection of Washington politics have earned him votes across the Rust Belt, where several battleground states are key to winning the election in November Donald Trump Jr. explains the  Blue-Collar Billionaire s  appeal with voters: Working America, the political organizing arm of AFL-CIO, wanted to find out whether Trump s  rightwing  message appealed to workers outside Cleveland and Pittsburgh. After interviewing about 1,689 working-class Americans living in households earning less than $75,000, they found out that Trump was in fact the favored candidate. Of the 800 voters who had decided on a candidate at the time of the interview, about 300 favored Trump. Combined, the two Democratic candidates appealed to fewer workers   174 chose Clinton and 95 chose Sanders. While most of Trump s support comes from the staunch Republican base, one in four Democrats who chose a candidate showed a preference for Trump,  said Working America s report.The majority of respondents said they supported the candidate because of his pugnacious personality rather than for, say, his position on trade.On Tuesday, Jared Szczesny, a card-carrying member of the United Automobile, Aerospace and Agricultural Implement Workers of America Union (UAW), will cast his vote for Trump in Pennsylvania s primary. In 2008 and 2012, UAW endorsed President Obama. This time UAW has yet to endorse a candidate, but is likely to back a Democrat.Szczesny, 31, has never attended a Trump rally. He works seven days a week and has not been able to find the time. However, back in October, he picked up Trump s book The Art of the Deal. When he finished it, he knew that Trump had his vote.Via: The Guardian",0,Fake,real
22027,"Clinton condemns 'apparent terrorist attacks' in New Jersey, New York, Minnesota","WASHINGTON (Reuters) - Democratic presidential nominee Hillary Clinton on Sunday condemned what she called the “apparent terrorist attacks” in Minnesota, New Jersey and New York.  The three attacks on Saturday involved a stabbing in a Minnesota mall that wounded nine people, a bombing in Manhattan’s Chelsea neighborhood that injured 29 and a pipe bomb explosion in New Jersey. ",1,Real,Fake
11444, Trump Claims He Inherited All The Problems He Caused From Obama And Gets LIT UP by Twitter (TWEETS),"What would a Saturday morning in the Trump administration be without yet another unhinged rant from Liar-in-Chief Donald Trump? After yet another devastating week for The Donald, he wants the American people to ignore the dumpster fire and realize that despite the plethora of problems he has caused for himself, everything is just fine. Don t believe the main stream (fake news) media,  Trump tweeted.  The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it. Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.  Donald J. Trump (@realDonaldTrump) February 18, 2017What Trump actually inherited was an unemployment rate of 4.7%   much lower than what Obama inherited from George W. Bush   and a steadily-growing economy that CNBC notes may be  Obama s biggest parting gift  to The Donald.Trump s presidency has been a wild ride so far. The guy we kinda-sorta elected has already threatened to send troops to Mexico to deal with  bad hombres,  messed up diplomatic relations with Australia (the cuddly teddy bear of U.S. relations), and embarrassed Americans daily with his unhinged ravings. Multiple members of his administration have already been outed as subversive Russian stooges, he drained the swamp straight into his cabinet and hired a bunch of white supremacist bloggers and other insane people to run the federal government, and the people he is supposed to lead have no confidence in his ability to do so.Naturally, Trump s decision to scream FAKE SMOKE when there s a real fire didn t go over well:@realDonaldTrump You attack the press as  the enemy.  Journalists in war zones have been killed serving the cause of truth.  Mikel Jollett (@Mikel_Jollett) February 18, 2017@realDonaldTrumpHow could any of us believe you when you continue to lie? You inherited record high GDP & record low unemployment!  William LeGate (@williamlegate) February 18, 2017.@realDonaldTrump You inherited a traitorous National Security Advisor? You didn't even know you had to hire your OWN staff!  Jordan Uhl (@JordanUhl) February 18, 2017@JordanUhl Whats the word for someone who transcends the boundaries of being delusional and is a danger to themselves and the entire world?  Mike P Williams (@Mike_P_Williams) February 18, 2017@realDonaldTrump you are also holding a rally today, one month in power. It may be Florida not Nuremberg but still very dictatorial.  Matt Haig (@matthaig1) February 18, 2017@MichaelShws @JeffreyGuterman @realDonaldTrump OK. pic.twitter.com/qjLgGKKuFf  Drumpfster Fire (@drumpfsterfire1) February 18, 2017@realDonaldTrump actually Obama did a pretty nice job cleaning up Bush's mess for you pic.twitter.com/87IH01Dxnt  Aaron Rupar (@atrupar) February 18, 2017@realDonaldTrump the 2nd says to 'blame your underlings'. The 3rd will say 'write 3 letters'. We will be here when you open the 3rd letter.  (((Liz))) (@aliddabit) February 18, 2017.@realDonaldTrump Flynn quit. Puzder withdrew. Conway dissembled. Spicer lied. Harward bailed. You unraveled. It was more like a shitshow  Barry Friedman (@Vuzvilla) February 18, 2017@realDonaldTrump What are stream media? And which are the main ones, please?  Noel Cowley (@noelcowley) February 18, 2017Trump didn t inherit a mess. He inherited a steadily-improving country but decided to spend his time attempting to keep Muslims from entering the country, diverting your hard-earned money to pay for his stupid wall, and making life easy for our nation s enemies by reviewing secure documents in the middle of his Florida home, which he now calls the  Winter White House. Trump and his administration are a joke   unfortunately, no one is laughing.Featured image via Getty Images (Joe Raedle)/screengrab",0,Fake,real
16228,Democrat Gillibrand opposes Trump's Supreme Court nominee,"WASHINGTON (Reuters) - Democratic Senator Kirsten Gillibrand said on Wednesday she opposed President Donald Trump’s nominee to fill a vacancy on the U.S. Supreme Court and called for Judge Neil Gorsuch’s confirmation to require a 60-vote threshold. Trump, a Republican, announced his nomination of U.S. Appeals Court Judge Gorsuch on Tuesday night to fill the seat left vacant by the death of Justice Antonin Scalia last year. “I plan to stand up for individuals over corporations and oppose his nomination, and I will insist that his nomination meet a traditional 60 vote threshold,” Gillibrand said in a statement. ",1,Real,real
1669,"Obama visits Midway Atoll, a symbol of his climate, Asia legacy","MIDWAY ATOLL (Reuters) - President Barack Obama snorkeled on Thursday in the electric-blue water off Midway Atoll, a remote coral reef that serves as a reminder of both modern global climate challenges and the United State’s dominance in the Pacific since its World War Two victory there. The journey was aimed at sending a message about the need to protect vulnerable species and spaces from the ravages of climate change. But it was also timed as Obama makes his way to meet Chinese President Xi Jinping and other world leaders in his last visit to Asia, having sought to refocus U.S. defense and trade policy on the region. “It’s a signal, it’s a message saying the United States is committed to staying in the Pacific, and not sort of backing away,” said naval historian Tom Hone, who has studied the Battle of Midway. Zipping around the island in an 18-golf-cart motorcade filled with Secret Service, aides and camera crews, Obama stopped to see several endangered green sea turtles lazily paddle in to bask on the white sand beach. “When I grew up, we’d see these turtles all the time. You almost never see them beaching like this, just basking in the sun,” said Obama, who grew up in Hawaii, more than 1,100 nautical miles to the southeast. Obama, whose presidency comes to an end in five months, has tried to use his time in office to make Americans more passionate about climate change. Less than 5 percent of American voters say the environment is the most important issue facing the country, according to Reuters/Ipsos polling between July 24 and Aug. 21, and 35 percent say climate change will not affect the way they vote in the Nov. 8 election to pick Obama’s successor. The island visit bookends Obama’s trip last year to Alaska, where he hiked on a shrinking glacier. “These aren’t ‘photo ops’ - I think these are real opportunities to help the American people understand,” said Carol Browner, a former head of the Environmental Protection Agency who advised Obama on climate issues in his first term. “He can get a level of attention that nobody else can get,” Browner said. Last week, Obama quadrupled the size of Papahānaumokuākea Marine National Monument to create the world’s largest marine monument, protecting the area off the coast of Hawaii from commercial fishing and drilling. “This is going to be a precious resource for generations to come,” said Obama, his dress shirt undone an extra button in the sauna-like heat. “This is hallowed ground,” he said near a beach where young soldiers hunkered down under pillboxes, awaiting Japanese fighter planes during the World War Two Battle of Midway, one of the most-studied battles in military history. “Had it not been for the courage and the bravery of those airmen, we might have not seen the tide turn in the battle of the Pacific,” he said. In June 1942, U.S. forces, tipped by code-breakers that the Japanese navy was planning an attack, sank four Japanese aircraft carriers and a heavy cruiser in a giant air and sea battle. Obama’s golf cart motorcade bumped over a tarmac pock-marked by shrapnel from the battle, passing old hangars and a “bone yard” of scrap metal, old office chairs, and broken appliances. Massive bags held some of the 20 tons of plastic ocean garbage that land on the island each year, 5 tons of which come from the bellies of albatrosses, which feed the plastic to their young, often fatally. Curious tern fledglings checked out his entourage, which tripled the island’s average population of about 35 humans. “Watch the burrow!” called Miel Corbett, a Fish and Wildlife Services spokeswoman, as a visitor narrowly avoided stomping the underground home of the bonin petrel. About a million of the birds swoop out of their nests each night at dusk. Vestiges of the island’s former life as a large naval base remain, although many have fallen into decay. Visitors have not been allowed since 2012 because of tight budgets. Reporters wrote their stories in a still-working 1970s bowling alley, just down the way from barber shop. ",1,Fake,Real
22886,"German killer nurse suspected of 84 more murders, police say","FRANKFURT (Reuters) - A German nurse jailed for murdering two patients is suspected of killing at least 84 other people, police said on Monday. The man, identified only as Niels H. under reporting rules,  has  confessed in many of those cases , a police statement said, but could not remember all the details of his actions. If confirmed, the death toll would be among the worst ever compiled by a German serial killer.  In past hearings, Niels H. admitted deliberately injecting patients at two clinics in northern Germany with deadly drugs and then trying to revive them in order to play the hero, German broadcaster NDR said. He was convicted of two charges of attempted murder and two counts of murder by an Oldenburg court in 2015. Police said on Monday that they had investigated additional deaths at hospitals in the northern German cities of Oldenburg and Delmenhorst after exhuming the remains of 134 people with links to Niels H. They said he had used five different drugs on the patients, including alkaloid ajmaline and arrhythmia drug sotalol, between 1999 and 2005. Toxicological reports for 41 people have not been completed, which means the number of victims could rise, police said. Prosecutors have also charged six people who worked with Niels H. at the Delmenhorst hospital on suspicion of failing to stop the killing even though they were aware of it. Ten years ago, a German nurse was convicted of killing 28 elderly patients. He said he gave them lethal injections because he felt sorry for them. He was sentenced to life in prison. In Britain, Dr. Harold Shipman was believed to have killed as many as 250 people, most of them elderly and middle-aged women who were his patients. Known as Dr. Death, Shipman was sentenced to 15 life terms in 2000; he died prison in 2004, apparently a suicide. ",1,Real,Real
18714, Sarah Palin May Have To Bust Out The Crayons And Draw Her Own Invitation To The RNC,"Sarah Palin knows she s a political outcast. She s proud of it. She thinks because nobody cares what she thinks besides a handful of dense Trump supporters who are at his rallies to listen rather than wait for the chance to beat someone up that she qualifies as some kind of revolutionary.She actually qualifies as a has-been as well as a never-should-have-been, but I digress. There is nothing revolutionary about Sarah Palin. Assuming that she ll be able to just walk into a secure facility without an invite because you can see Russia from a remote island off the coast of Alaska or because your ever-so-pure Christian family are pros at losing custody battles, beating women and having children out-of-wedlock is a bit naive.Palin says she s going, however, and not even Paul Revere ringin  those bells and warning the British that they r uhhh not gonna take our guns will stop her. In an interview with the Associated Press, Palin said she may have to invite herself.  I can t see any of them inviting me,  she said, adding that the leaders of the RNC are  afraid of what I might say. Ya think? Every time this woman opens her mouth yet another round of inane rambling comes out. She has no clue how to prepare for a successful public appearance, which is why she s had so few. She doesn t deserve a stage or a microphone, even if it the Republican clown convention we re talking about.Palin also warned that the RNC had better not mess with Trump, who she called  so reasonable  and  full of common sense.  She says the people will rise up if they deny their candidate the nomination: How dare they   these arrogant, arrogant political operatives. Under the wisdom of the people, we will rise up, and we will say our vote does count, our activism does count. And for those who would try to warp that, those are the ones who need to leave   we don t need to leave. Looks like Sarah Palin is gonna jump onto the Trump train as it crashes into Cleveland, which will be nothing short of hilarious   especially if they tell her to beat it.Time will tell. I wonder if the grandkids will be helping her forge an invitation with construction paper and crayons.Featured image from Aaron Bernstein/Getty Images ",0,Fake,Fake
10857,OOPS! HILLARY’S HIT WOMAN LIED About Trump Groping Her…Eye-Witness Comes Forward: “It was she that was the one being flirtatious”,"It should be the lead story on every network, but you ll likely only see it in a few places. It doesn t change the fact however, that an eye-witness has come forward to say the woman accusing Trump of sexual assault on the plane, was actually pursuing him Donald Trump s campaign says a British man is countering claims that the GOP presidential nominee groped a woman on a cross-country flight more than three decades ago.The man says he was sitting across from the accuser and contacted the Trump campaign because he was incensed by her account   which is at odds with what he witnessed. I have only met this accuser once and frankly cannot imagine why she is seeking to make out that Trump made sexual advances on her. Not only did he not do so (and I was present at all times) but it was she that was the one being flirtatious,  Anthony Gilberthorpe said in a note provided to The Post by the Trump campaign.In an exclusive interview arranged by the campaign, Gilberthorpe said he was on the flight   in either 1980 or 1981  where Jessica Leeds claimed Trump groped her.Gilberthorpe, 54, said he was sitting across the first class aisle from the couple and saw nothing inappropriate. Leeds was wearing a white pantsuit, he said, while Trump was wearing a suit and cuff-links, which he gave to his British flight companion.Indeed, Gilberthorpe claimed, Leeds was  trying too hard  in her attempt to win Trump over. She wanted to marry him,  Gilberthorpe said of Leeds, who apparently made the confession when Trump excused himself and went to the bathroom.There was no kissing, but the  shrill  Leeds was  very much in your face  with the real estate developer.Gilberthorpe made headlines in 2014, when he went public with a claim that as a 17-year-old he procured boys (some who  could have been  underage ) for sex parties with high-ranking British politicians.Gilberthorpe has no evidence to back up his claim   just his self-described excellent memory. What she said about Trump is wrong,  he told The Post.  I mean, no decent human being could sit by and have a woman go on television and tell the United States of America   accuse an individual of sexually molesting. It s wrong for Trump, it s wrong for me. But you know something else? It s wrong for the American people,  he said.Leeds alleged this week in interviews with The New York Times and CNN that Trump groped her, touching her  wherever he could find a landing spot. The guy in the seat across the aisle could see. And I kept thinking, maybe the stewardess is going to come and he ll stop, but she never came,  Leeds told CNN.That allegation infuriated Gilberthorpe, a retiree living in northwest England, who said,  That I sat there   eyes bulging   and not intervening is nonsense. If there s evidence Trump s done it, sure, hang him from the post, but I was there, I was in a position to know that what she said was wrong, wrong, wrong,  he said.He immediately recognized Leeds when he saw video of her in The Times earlier this week holding up a younger picture of herself. Undoubtedly it was her,  he said.  I have a good photographic memory. I recognized her. He said he contacted the Trump campaign because he didn t like that Leeds said that another passenger sat by while she was molested. Via: NYP ",0,Fake,fake
10710,Kenyan police fire tear gas at opposition leader's car: Reuters witness,"NAIROBI (Reuters) - Kenyan police fired tear gas at opposition leader Raila Odinga s car, a Reuters witness said.  Earlier, police and supporters of Odinga had fought running battles on Friday along the main road to Nairobi s international airport before Odinga landed from an overseas trip.  ",1,Real,Fake
21923,"Pro-Houthi fighters call powerful Yemen ally 'evil', escalating feud","DUBAI (Reuters) - Fighters loyal to the armed Houthi movement on Wednesday decried as  evil  the group s main ally in Yemen s civil war, ex-president Ali Abdullah Saleh, widening an unusual public rift as they fight a Saudi-led coalition for control of the country. The  Popular Committees , a body of rank and file pro-Houthi combatants, condemned Saleh s description of them in a speech as a  militia,  criticizing the former leader who remains one of Yemen s most powerful politicians and military figures.  What (Saleh) said transgressed a red line and he could have only fallen into this because he s evil and void of every good, patriotic or religious characteristic,  the collection of tribal and volunteer fighters said in a statement. The tactical alliance between Saleh and the Houthis has often appeared fragile, with both groups suspicious of each other s ultimate motives and sharing little ideological ground. While president, Saleh waged six wars against the Houthis from 2002 to 2009 and was for many years an ally of convenience for Saudi Arabia. Big switches of loyalty are a feature of Yemen s byzantine political landscape, particularly since 2011  Arab Spring  unrest which led to Saleh s fall in 2012. A war of words has escalated in recent days between the Iran-allied Houthis and Saleh, who together run northern Yemen. The two factions have traded barbs on responsibility for challenges such as unemployment and mounting hunger after 2-1/2 years of fighting the internationally recognized government, based in the south and backed by the Saudi-led coalition. The alliance intervened in the civil war in 2015 to restore the government to power in the capital Sanaa. But the conflict, which has killed at least 10,000 people, is in stalemate. At least 30 people were killed in an air strike that hit a small hotel north of Sanaa on Wednesday, the Houthis said. The  Saudi-led coalition has controlled Yemeni air space since the war began. Based in the southern port city of Aden, the government struggles to impose its writ over militias and armed groups there, but strife now looms for its northern foes. In a speech on Sunday, Saleh summoned party supporters to hold a mass rally in Sanaa on Aug. 24, a planned show of force that has deeply irritated the Houthis. Their leadership convened on Wednesday and recommended the announcement of a state of emergency and suspension of all  party activity , telling Saleh s supporters any mass gatherings should be made on battlefronts, not in public squares. In comments that may deepen Houthi suspicions, the United Arab Emirates Minister of State for Foreign Affairs, Anwar Gargash, spoke approvingly of the rift, saying it  may represent an opportunity to break (Yemen s) political deadlock.  ",1,Real,Real
682,"Glad to see Obama go, Gulf Arabs expect Trump to counter Iran","DUBAI (Reuters) - Gulf Arab states are quietly applauding the arrival in the White House of a hawkish leader opposed to their adversary Iran, even if they suspect Donald Trump’s short temper and abrasive Tweets may at times heighten tensions in the combustible Middle East. While many countries around the world listened with concern to his protectionist inaugural address, Gulf Arab officials appear optimistic. They see in Trump a strong president who will shore up Washington’s role as their main strategic partner in a region central to U.S. security and energy interests. In Gulf Arab eyes, that involves above all checking what they see as a surge of Iranian support for paramilitary allies in Syria, Iraq, Yemen and Lebanon and for fellow Shi’ite Muslims in Bahrain and Saudi Arabia’s oil-producing Eastern Province. It also means overlooking for now rhetoric about uniting “the civilized world against radical Islamic terrorism” in an address that critics said echoed George W. Bush’s “crusade” against terrorism, a phrase which, for Muslims, evokes barbarous campaigns by medieval Christians against Islam. Saudi Arabia in particular appears relieved at the departure of Barack Obama, who it felt considered Riyadh’s alliance with Washington less important than negotiating a deal in 2015 to neutralize Iran’s nuclear program. The relationship is a pillar of the Middle East’s security balance. But it has suffered since Riyadh took issue with what it saw as Obama’s withdrawal from the region, and a perceived inclination towards Iran since the 2011 Arab uprisings. There have been tensions over Syria, where Obama dismissed Gulf Arab urgings to give more aid to rebels fighting President Bashar al-Assad, who has survived thanks to Iranian and Russian backing. “Perception is important: Trump does not look like the kind of guy who will bend towards Iran or anyone else,” said Abdulrahman al-Rashed, a veteran Saudi commentator. “If he behaves as he says, then we will see another Ronald Reagan, someone all the forces in the region will take seriously. That’s what we have missed in the past eight years, unfortunately.” Some worry that Trump’s Twitter habit - his rapid, unbridled messages of praise or blame - mean he is unsuited to handling the volatility of the Middle East. Faisal al-Yafai, a columnist with The National newspaper of Abu Dhabi, said that while his use of social media could be a problem, Trump was unlikely to change. “At some point down the line something will happen in the world that will require a careful response, a careful policy, and Trump will react emotionally. That is always going to be the worry. But that’s his attitude. That’s who he is. Those who like Trump like that aspect of his personality,” he said. Some Arab commentators see a political resemblance between Trump and Reagan, who also campaigned on the slogan of making America great again. Reagan was also a strong backer of the military, although in the Middle East his 1981-89 presidency was marked by extended crises involving Iran, Lebanon and Libya.  While few in the Gulf expect Trump to repudiate the Iran nuclear deal despite his threats to do so, most want Tehran pressured to roll back what Gulf Arabs see as subversion in fellow Arab states by a revolutionary theocracy. “I think he is going to be very, very tough on Iran. He will be decisive,” said a Gulf Arab businessman, noting he expected the deal-maker Trump would demand something in return. Moments after his speech, the White House website said the Trump administration would make defeating “radical Islamic terror groups” its top foreign policy goal and would develop a “state of the art” missile defense system to protect against attacks from Iran and North Korea.  That will be the job in particular of Secretary of Defense James Mattis, Secretary of State nominee Rex Tillerson, and CIA chief nominee Mike Pompeo, all well known to Saudi officials.  In particular Mattis, a retired Marine general known for distrust of Iran, is a familiar figure to Gulf Arab rulers. A former leader of Central Command, which oversees U.S. military operations in the Middle East and South Asia, Mattis said in Senate confirmation hearings this month that Iran was “the biggest destabilizing force in the Middle East and its policies are contrary to our interests.” Such views play well with Gulf Arabs. “We hope Trump can correct (Obama’s) policy, and while we are not sure of that yet, his choices to run the administration all sound experienced,” said al-Rashed. On Syria, Yemen, Iran and Bahrain, arenas for a tussle for influence between Riyadh and Tehran, Obama’s preference for dialogue appeared weak to some Gulf Arabs. Trump’s own vision of “peace through strength” may change that perception of a passive Washington, and encourage Gulf Arabs to press on with a military build-up that relies heavily on U.S. and European defense companies. Any number of issues could yet disturb ties - Jerusalem, oil policy, perceived anti-Muslim prejudice, and a U.S. law allowing lawsuits against Riyadh over the Sept. 11 attacks. One of the most explosive appears to be Trump’s vow to move the U.S. Embassy from Tel Aviv to Jerusalem, which would upend decades of U.S. policy, and his appointment as ambassador a lawyer who raised money for a major Jewish settlement. Israel and the Palestinians, who are seeking a state of their own, both claim Jerusalem as their capital.  “It would create a lot of chaos, a new intifada maybe,” a Gulf source with knowledge of official thinking said, adding Trump would think long and hard about a move that would be “a huge burden on the peace process”.   Another issue is Trump’s policy of seeking to destroy Islamic State. Gulf Arab states agree with him on the goal, but use of polarizing language seen as demonizing Muslims, and reliance solely on military force, would raise objections. Such language could also inflame militancy by hindering the hearts and minds effort needed to counter the thinking behind the violence. “The worst part about the speech is that he will target Islam as a religion in the name of fighting what he called radical Islamic terrorism, a blank label that is meaningless,” Tweeted Daham al-Qahtani, a Kuwaiti political analyst. “If he goes back to the era of Bush, and ‘you are either with us or with the terrorists’, this polarized idea, and then also the idea that military forces can solve it, then I think we will find ourselves in a very difficult situation, with a war that is going to be unwinnable,” al Yafai said. (Corrects in 22nd para to Iraq from Iran) ",1,Real,real
